Timestamp(ms),Current(uA)
199200,15.743
199300,15.641
199400,15.647
199500,15.688
199600,15.674
199700,15.707
199800,15.789
199900,15.774
200000,15.710
200100,15.619
200200,15.638
200300,15.535
200400,15.576
200500,15.559
200600,15.619
200700,15.596
200800,15.635
200900,15.709
201000,15.516
201100,15.510
201200,15.576
201300,15.721
201400,15.697
201500,15.675
201600,15.708
201700,15.618
201800,15.659
201900,15.636
202000,15.603
202100,15.633
202200,15.623
202300,15.711
202400,15.725
202500,15.809
202600,15.806
202700,15.814
202800,15.757
202900,15.878
203000,15.819
203100,15.792
203200,15.814
203300,15.803
203400,15.759
203500,15.774
203600,15.844
203700,15.787
203800,15.747
203900,15.851
204000,15.896
204100,15.795
204200,15.666
204300,15.783
204400,15.748
204500,15.779
204600,15.758
204700,15.741
204800,15.760
204900,15.788
205000,15.734
205100,15.731
205200,15.609
205300,15.756
205400,15.696
205500,15.838
205600,15.664
205700,15.542
205800,15.522
205900,15.557
206000,15.624
206100,15.492
206200,15.603
206300,15.834
206400,15.838
206500,15.878
206600,15.946
206700,15.924
206800,15.996
206900,15.911
207000,15.815
207100,15.646
207200,15.454
207300,15.440
207400,15.587
207500,15.677
207600,15.819
207700,15.890
207800,15.743
207900,15.737
208000,15.779
208100,15.818
208200,15.831
208300,15.813
208400,15.884
208500,15.876
208600,15.863
208700,15.751
208800,15.678
208900,15.283
209000,14.453
209100,13.980
209200,13.921
209300,13.623
209400,14.008
209500,14.849
209600,15.163
209700,15.442
209800,14.691
209900,14.741
210000,15.469
210100,15.275
210200,14.969
210300,14.840
210400,13.921
210500,13.393
210600,14.016
210700,15.968
210800,18.373
210900,19.486
211000,19.272
211100,18.854
211200,18.661
211300,18.576
211400,18.422
211500,17.919
211600,17.360
211700,16.524
211800,16.079
211900,15.767
212000,15.784
212100,16.137
212200,15.948
212300,15.737
212400,15.401
212500,15.185
212600,15.020
212700,14.652
212800,14.827
212900,15.074
213000,15.339
213100,15.929
213200,16.162
213300,16.227
213400,15.995
213500,15.685
213600,15.395
213700,15.163
213800,15.154
213900,15.157
214000,15.227
214100,15.362
214200,15.368
214300,15.371
214400,15.542
214500,15.577
214600,15.569
214700,15.651
214800,15.671
214900,15.641
215000,15.659
215100,15.696
215200,15.672
215300,15.563
215400,15.606
215500,15.550
215600,15.540
215700,15.569
215800,15.636
215900,15.563
216000,15.577
216100,15.621
216200,15.650
216300,15.714
216400,15.670
216500,15.631
216600,15.576
216700,15.626
216800,15.592
216900,15.613
217000,15.556
217100,15.606
217200,15.618
217300,15.682
217400,15.542
217500,15.617
217600,15.689
217700,15.680
217800,15.745
217900,15.616
218000,15.669
218100,15.755
218200,15.682
218300,15.605
218400,15.695
218500,15.632
218600,15.725
218700,15.704
218800,15.715
218900,15.812
219000,15.773
219100,15.689
219200,15.717
219300,15.712
219400,15.733
219500,15.693
219600,15.745
219700,15.697
219800,15.732
219900,15.707
220000,15.632
220100,15.637
220200,15.678
220300,15.703
220400,15.711
220500,15.800
220600,15.810
220700,15.720
220800,15.780
220900,15.765
221000,15.820
221100,15.738
221200,15.720
221300,15.629
221400,15.752
221500,15.742
221600,15.731
221700,15.783
221800,15.801
221900,15.799
222000,15.816
222100,15.725
222200,15.713
222300,15.726
222400,15.780
222500,15.666
222600,15.615
222700,15.608
222800,15.679
222900,15.739
223000,15.559
223100,15.620
223200,15.676
223300,15.683
223400,15.690
223500,15.657
223600,15.666
223700,15.665
223800,15.551
223900,15.615
224000,15.656
224100,15.733
224200,15.758
224300,15.693
224400,15.739
224500,15.775
224600,15.737
224700,15.650
224800,15.709
224900,15.721
225000,15.736
225100,15.863
225200,15.883
225300,15.809
225400,15.890
225500,15.859
225600,15.884
225700,15.911
225800,15.934
225900,15.916
226000,15.888
226100,15.898
226200,15.859
226300,15.823
226400,15.823
226500,15.797
226600,15.784
226700,15.673
226800,15.658
226900,15.611
227000,15.612
227100,15.611
227200,15.638
227300,15.609
227400,15.581
227500,15.586
227600,15.714
227700,15.970
227800,15.973
227900,15.990
228000,16.191
228100,15.809
228200,15.028
228300,14.134
228400,13.978
228500,14.608
228600,15.527
228700,15.895
228800,16.584
228900,16.187
229000,16.072
229100,15.934
229200,15.922
229300,15.655
229400,14.991
229500,15.135
229600,15.303
229700,15.532
229800,15.287
229900,15.383
230000,15.582
230100,15.681
230200,15.757
230300,16.060
230400,16.450
230500,15.969
230600,15.824
230700,15.881
230800,15.748
230900,15.975
231000,15.771
231100,15.343
231200,15.235
231300,15.372
231400,15.506
231500,15.622
231600,15.812
231700,15.853
231800,15.477
231900,15.257
232000,15.362
232100,15.462
232200,15.271
232300,14.803
232400,14.516
232500,14.649
232600,14.568
232700,14.667
232800,14.502
232900,14.262
233000,14.332
233100,14.486
233200,14.655
233300,14.855
233400,15.033
233500,15.098
233600,15.132
233700,15.220
233800,15.338
233900,15.394
234000,15.334
234100,15.273
234200,15.315
234300,15.317
234400,15.329
234500,15.300
234600,15.499
234700,15.466
234800,15.390
234900,15.399
235000,15.437
235100,15.495
235200,15.531
235300,15.399
235400,15.417
235500,15.302
235600,15.282
235700,15.387
235800,15.390
235900,15.485
236000,15.532
236100,15.557
236200,15.590
236300,15.577
236400,15.531
236500,15.572
236600,15.576
236700,15.546
236800,15.556
236900,15.583
237000,15.555
237100,15.514
237200,15.544
237300,15.540
237400,15.415
237500,15.428
237600,15.444
237700,15.445
237800,15.488
237900,15.455
238000,15.531
238100,15.550
238200,15.500
238300,15.510
238400,15.419
238500,15.411
238600,15.475
238700,15.518
238800,15.582
238900,15.532
239000,15.536
239100,15.520
239200,15.554
239300,15.582
239400,15.573
239500,15.503
239600,15.577
239700,15.633
239800,15.603
239900,15.430
240000,15.412
240100,15.416
240200,15.368
240300,15.415
240400,15.372
240500,15.415
240600,15.552
240700,15.578
240800,15.631
240900,15.611
241000,15.559
241100,15.561
241200,15.586
241300,15.583
241400,15.609
241500,15.620
241600,15.581
241700,15.550
241800,15.602
241900,15.522
242000,15.569
242100,15.514
242200,15.466
242300,15.530
242400,15.520
242500,15.496
242600,15.464
242700,15.443
242800,15.439
242900,15.506
243000,15.500
243100,15.460
243200,15.517
243300,15.433
243400,15.452
243500,15.440
243600,15.455
243700,15.423
243800,15.399
243900,15.485
244000,15.479
244100,15.427
244200,15.392
244300,15.341
244400,15.398
244500,15.368
244600,15.476
244700,15.566
244800,15.740
244900,15.767
245000,15.686
245100,15.742
245200,15.736
245300,15.710
245400,15.751
245500,15.806
245600,15.770
245700,15.824
245800,15.725
245900,15.768
246000,15.717
246100,15.755
246200,15.701
246300,15.734
246400,15.681
246500,15.697
246600,15.675
246700,15.725
246800,15.726
246900,15.713
247000,15.662
247100,15.629
247200,15.601
247300,15.543
247400,15.607
247500,15.623
247600,15.600
247700,15.621
247800,15.592
247900,15.545
248000,15.665
248100,15.623
248200,15.661
248300,15.694
248400,15.636
248500,15.604
248600,15.604
248700,15.656
248800,15.677
248900,15.721
249000,15.705
249100,15.691
249200,15.742
249300,15.738
249400,15.706
249500,15.716
249600,739.238
249700,29398.893
249800,49281.086
249900,116411.125
250000,126811.992
250100,133481.578
250200,135925.250
250300,136815.266
250400,137135.875
250500,135120.703
250600,113410.117
250700,115477.633
250800,80401.672
250900,59938.477
251000,52592.359
251100,49662.391
251200,67544.656
251300,89498.898
251400,97825.383
251500,103816.531
251600,106719.547
251700,105323.688
251800,112388.578
251900,104719.563
252000,108535.820
252100,100072.492
252200,109296.898
252300,97058.555
252400,109165.422
252500,93204.438
252600,80415.336
252700,77507.641
252800,102076.594
252900,84440.508
253000,82178.805
253100,61084.566
253200,77541.844
253300,60014.211
253400,78582.133
253500,59919.648
253600,82518.563
253700,78915.781
253800,98224.359
253900,68188.594
254000,79654.063
254100,65706.031
254200,74959.813
254300,68419.242
254400,69583.430
254500,76190.172
254600,101945.914
254700,87725.797
254800,106624.180
254900,116493.727
255000,83390.070
255100,102541.609
255200,74657.633
255300,94832.688
255400,107709.188
255500,110666.484
255600,112220.750
255700,104831.750
255800,111204.250
255900,101448.922
256000,109969.953
256100,97729.242
256200,109619.039
256300,94434.398
256400,108461.711
256500,89680.805
256600,79170.328
256700,64053.668
256800,70499.906
256900,56835.148
257000,74529.289
257100,58872.875
257200,75656.000
257300,113260.891
257400,42429.609
257500,15619.277
257600,5755.736
257700,2127.042
257800,792.004
257900,300.760
258000,120.011
258100,53.423
258200,28.995
258300,20.076
258400,17.078
258500,16.187
258600,15.788
258700,15.519
258800,15.391
258900,15.443
259000,15.304
259100,15.281
259200,15.248
259300,15.249
259400,15.254
259500,15.250
259600,15.322
259700,15.323
259800,15.314
259900,15.341
260000,15.283
260100,15.246
260200,15.327
260300,15.332
260400,15.332
260500,15.362
260600,15.355
260700,15.451
260800,15.387
260900,15.459
261000,15.378
261100,15.424
261200,15.502
261300,15.493
261400,15.400
261500,15.528
261600,15.429
261700,15.465
261800,15.515
261900,15.517
262000,15.489
262100,15.485
262200,15.459
262300,15.506
262400,15.468
262500,15.479
262600,15.451
262700,15.385
262800,15.405
262900,15.450
263000,15.476
263100,15.464
263200,15.360
263300,15.301
263400,15.340
263500,15.440
263600,15.455
263700,15.358
263800,15.433
263900,15.492
264000,15.470
264100,15.478
264200,15.480
264300,15.440
264400,15.385
264500,15.329
264600,15.428
264700,15.434
264800,15.428
264900,15.414
265000,15.342
265100,15.287
265200,15.304
265300,15.327
265400,15.367
265500,15.249
265600,15.320
265700,15.312
265800,15.301
265900,15.310
266000,15.296
266100,15.288
266200,15.268
266300,15.362
266400,15.286
266500,15.313
266600,15.334
266700,15.360
266800,15.474
266900,15.399
267000,15.201
267100,15.258
267200,15.300
267300,15.316
267400,15.382
267500,15.394
267600,15.447
267700,15.443
267800,15.417
267900,15.445
268000,15.390
268100,15.362
268200,15.338
268300,15.378
268400,15.390
268500,15.428
268600,15.502
268700,15.443
268800,15.426
268900,15.377
269000,15.433
269100,15.417
269200,15.481
269300,15.472
269400,15.376
269500,15.450
269600,15.430
269700,15.418
269800,15.464
269900,15.456
270000,15.454
270100,15.246
270200,15.351
270300,15.488
270400,15.456
270500,15.510
270600,15.555
270700,15.653
270800,15.533
270900,15.550
271000,15.573
271100,15.506
271200,15.554
271300,15.613
271400,15.724
271500,15.645
271600,15.634
271700,15.630
271800,15.619
271900,15.583
272000,15.644
272100,15.579
272200,15.624
272300,15.739
272400,15.711
272500,15.614
272600,15.639
272700,15.570
272800,15.475
272900,15.588
273000,15.644
273100,15.516
273200,15.593
273300,15.717
273400,15.790
273500,15.781
273600,15.738
273700,15.779
273800,15.825
273900,15.836
274000,15.807
274100,15.794
274200,15.800
274300,15.844
274400,15.841
274500,15.764
274600,15.737
274700,15.814
274800,15.630
274900,15.652
275000,15.758
275100,15.860
275200,15.807
275300,15.789
275400,15.827
275500,15.869
275600,15.978
275700,15.967
275800,16.033
275900,15.924
276000,15.944
276100,15.958
276200,16.037
276300,16.054
276400,16.017
276500,16.014
276600,16.047
276700,16.028
276800,16.006
276900,15.997
277000,16.079
277100,16.114
277200,16.020
277300,16.052
277400,16.090
277500,16.095
277600,16.060
277700,16.038
277800,16.139
277900,16.266
278000,16.334
278100,16.466
278200,16.656
278300,16.771
278400,16.900
278500,17.056
278600,17.158
278700,17.423
278800,17.590
278900,17.831
279000,17.994
279100,18.089
279200,18.170
279300,18.352
279400,18.545
279500,18.800
279600,18.902
279700,19.086
279800,19.032
279900,19.446
280000,19.780
280100,17.066
280200,15.371
280300,15.195
280400,15.051
280500,14.979
280600,15.541
280700,16.469
280800,17.075
280900,17.004
281000,16.747
281100,16.317
281200,16.095
281300,16.009
281400,15.979
281500,15.945
281600,15.892
281700,15.850
281800,15.903
281900,15.829
282000,15.804
282100,15.740
282200,15.674
282300,15.730
282400,15.791
282500,15.727
282600,15.739
282700,15.738
282800,15.782
282900,15.794
283000,15.759
283100,15.681
283200,15.633
283300,15.652
283400,15.771
283500,15.659
283600,15.647
283700,15.731
